id,url,district,neighborhood,nearest_metro,price,surface,rooms,bathrooms,price_per_m2,dist_metro_m,dist_center_km,expected_price,expected_ppm2,residual_pct,residual_z,anomaly_score,mispricing_score,verdict,explanation
189806435,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/189806435/d,Centro,Sol,Santo Domingo,5500.0,240.0,4.0,3.0,22.916666666666668,138.06897091209197,0.4101742003806978,5953.846153846153,24.807692307692307,-0.07622739018087847,-0.23317356333468203,0.4905382312504187,0.21470496565608785,fair,
189725792,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-amueblado-television-se-aceptan-mascotas-internet/189725792/d,Centro,Sol,Tirso de Molina,1895.0,70.0,3.0,1.0,27.071428571428573,227.40451199936112,0.3006124745176441,1750.0,25.0,0.08285714285714285,0.38498564166945726,0.44101042523763856,0.2872508694929936,fair,
190042852,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-zona-comunitaria-ascensor-amueblado-parking/190042852/d,Centro,Sol,Callao,1550.0,70.0,1.0,1.0,22.142857142857142,158.4687085768954,0.2779324276621407,1744.1666666666665,24.916666666666664,-0.11132345914954603,-0.4739189609263862,0.5068263640083622,0.46360411977200444,fair,
189832278,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-amueblado/189832278/d,Centro,Sol,La Latina,1500.0,43.0,1.0,1.0,34.883720930232556,316.72154354618743,0.5065537209286468,1127.2142857142858,26.214285714285715,0.3307141499271275,2.281933246063268,0.4763494397384721,1.987010757523197,overpriced,"€1500/mo · 43 m² · 1BR/1BA in Sol (Centro). 317 m to La Latina, 0.5 km to centre. Comparable flats rent for ~€1127 (€26.2/m²); this listing is 33% above comps (+2.3σ). Anomaly score 0.48. Stands out on: is_modern high, has_elevator low, has_equipped_kitchen low."
189732245,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado-se-aceptan-mascotas/189732245/d,Centro,Sol,Sol,2400.0,124.0,2.0,1.0,19.35483870967742,129.0543786884329,0.14649254238618287,2828.41568627451,22.809803921568626,-0.15146843102076132,-0.6309088127215369,0.4534283212689452,0.4983712136373584,fair,
188160748,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-zona-comunitaria-amueblado-television/188160748/d,Centro,Sol,Sol,1100.0,20.0,1.0,1.0,55.0,243.2646187100363,0.2496494449648902,604.4414893617021,30.222074468085104,0.8198618383420602,4.956770749450724,0.45557291862006194,3.9529694649651854,overpriced,"€1100/mo · 20 m² · 1BR/1BA in Sol (Centro). 243 m to Sol, 0.2 km to centre. Comparable flats rent for ~€604 (€30.2/m²); this listing is 82% above comps (+5.0σ). Anomaly score 0.46. Stands out on: log_surface low, is_exterior high, conservation_code low."
186342801,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-amueblado/186342801/d,Centro,Sol,Sol,2920.0,157.0,3.0,1.0,18.598726114649683,232.1995564049671,0.24659538601289283,3831.5476190476193,24.404761904761905,-0.23790585676557408,-0.7857914438190508,0.44624200019755933,0.6008029518573913,fair,
182829081,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-zona-comunitaria-ascensor-patio-piscina-no-amueblado/182829081/d,Centro,Sol,Gran Vía,3500.0,70.0,1.0,1.0,50.0,186.7832441527854,0.2223829762929287,1730.5555555555554,24.72222222222222,1.0224719101123596,5.734058943392474,0.5857909932955966,7.2060212397158905,overpriced,"€3500/mo · 70 m² · 1BR/1BA in Sol (Centro). 187 m to Gran Vía, 0.2 km to centre. Comparable flats rent for ~€1731 (€24.7/m²); this listing is 102% above comps (+5.7σ). Anomaly score 0.59. Stands out on: conservation_code high, antiquity_code low, is_furnished low."
189393972,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/189393972/d,Centro,Sol,Sol,890.0,39.0,1.0,1.0,22.82051282051282,156.217030848076,0.17415222087004384,1058.008658008658,27.128427128427127,-0.1587970540098199,-0.9381913232140486,0.40864767784159517,0.5929427340038248,fair,
189315895,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/189315895/d,Centro,Sol,Sol,1050.0,39.0,1.0,1.0,26.923076923076923,164.736535104406,0.18297246648513582,1058.008658008658,27.128427128427127,-0.007569558101472897,-0.04062290390246915,0.4087110700709465,0.025683008572937753,fair,
188459524,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-patio/188459524/d,Centro,Sol,Sol,2500.0,110.0,4.0,2.0,22.727272727272727,286.10644446404865,0.2968381501090206,2938.4910485933506,26.713554987212277,-0.1492232037947692,-0.6415077656069841,0.5119357012834541,0.6391041486395054,fair,
163888165,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-amueblado/163888165/d,Centro,Sol,Sol,2750.0,160.0,5.0,2.0,17.1875,151.3992245078834,0.1603491577821632,4193.322734499206,26.208267090620033,-0.3441954807400668,-1.2997094297244105,0.5183192399537125,1.3240982607183793,fair,
183478311,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-amueblado/183478311/d,Centro,Sol,Sol,1500.0,60.0,2.0,1.0,25.0,130.24648521446005,0.15560294485175935,1494.9999999999998,24.916666666666664,0.003344481605351323,0.016862268986915365,0.42574013807333,0.01167346305897416,fair,
190132492,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/190132492/d,Centro,Sol,Sol,4200.0,120.0,4.0,4.0,35.0,204.04544137206716,0.22419729937504487,3246.1300309597523,27.05108359133127,0.29384835479256083,1.2677527253751837,0.4842496562437445,1.1392252486975254,fair,
190101338,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/190101338/d,Centro,Sol,Sol,4600.0,151.0,3.0,3.0,30.4635761589404,268.07242812611105,0.28136250635649274,3903.6695986805935,25.8521165475536,0.17837841644045904,0.5976109898602132,0.4503029383623105,0.4654817021915171,fair,
190060689,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado-se-aceptan-mascotas/190060689/d,Centro,Sol,Sol,4900.0,140.0,4.0,3.0,35.0,20.130751079268567,0.01334987169139684,3619.296316657504,25.8521165475536,0.3538543328017012,0.9930378055684046,0.5052355949968791,0.9658535312803638,fair,
